,State,County,Latitude,Longitude,TotalVets,MaleVets,FemaleVets,WhiteVets,BlackVets,HispanicVets,OtherRaceVets,LessThanHSVets,HighSchOnlyVets,SomeCollegeVets,CollegeDegreeVets,EmployeedVets,UnemployeedVets
74,AK,Bristol Bay,61.3025006,-158.7750198,78,68,9,63,0,3,9,0,33,37,8,62,7
75,AK,Denali,61.3025006,-158.7750198,132,121,10,125,0,0,6,0,27,76,26,104,2
76,AK,Dillingham,61.3025006,-158.7750198,141,141,0,64,0,0,76,14,46,33,46,121,18
77,AK,Fairbanks North Star,61.3025006,-158.7750198,11305,9214,2090,8239,1164,998,1201,253,2316,5862,2871,9232,323
78,AK,Haines,61.3025006,-158.7750198,170,170,0,124,0,0,45,0,72,89,8,162,4
79,AK,Hoonah-Angoon,61.3025006,-158.7750198,198,194,3,100,17,6,75,7,79,77,33,156,29
80,AK,Juneau ,61.3025006,-158.7750198,2336,2098,237,1916,21,78,319,78,424,921,912,1873,50
81,AK,Kenai Peninsula,61.3025006,-158.7750198,4979,4650,328,4491,27,17,458,249,1365,2378,985,3370,460
82,AK,Ketchikan Gateway,61.3025006,-158.7750198,1090,960,129,859,15,15,205,51,377,377,283,854,44
83,AK,Kodiak Island,61.3025006,-158.7750198,1064,838,225,751,0,170,244,82,170,552,258,980,58
84,AK,Kusilvak,61.3025006,-158.7750198,237,221,15,7,0,0,229,38,123,65,10,170,39
85,AK,Lake and Peninsula,61.3025006,-158.7750198,61,57,3,18,0,0,40,7,22,16,14,55,14
86,AK,Matanuska-Susitna,61.3025006,-158.7750198,10560,9254,1305,9188,216,388,858,429,2598,4822,2709,7726,636
87,AK,Nome,61.3025006,-158.7750198,394,348,45,127,0,16,251,51,116,150,75,358,41
88,AK,North Slope,61.3025006,-158.7750198,509,470,39,348,34,8,122,48,201,139,120,488,4
89,AK,Northwest Arctic,61.3025006,-158.7750198,286,267,18,116,24,9,146,21,81,118,64,253,36
90,AK,Petersburg,61.3025006,-158.7750198,298,288,8,267,2,11,17,12,132,65,87,273,0
91,AK,Prince of Wales-Hyder,61.3025006,-158.7750198,445,411,32,266,4,0,175,9,174,172,88,338,39
92,AK,Prince of Wales-Outer Ketchikan,61.3025006,-158.7750198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
93,AK,Sitka ,61.3025006,-158.7750198,593,527,65,438,2,40,124,3,170,253,165,495,28
94,AK,Skagway,61.3025006,-158.7750198,59,58,0,51,3,0,4,4,11,35,7,59,0
95,AK,Skagway-Hoonah-Angoon,61.3025006,-158.7750198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
96,AK,Southeast Fairbanks,61.3025006,-158.7750198,689,603,85,591,3,12,81,14,173,340,161,466,129
97,AK,Valdez-Cordova,61.3025006,-158.7750198,909,801,107,728,0,117,93,7,191,451,257,586,8
98,AK,Wrangell ,61.3025006,-158.7750198,224,217,7,182,0,0,41,40,69,64,49,197,18
99,AK,Wrangell-Petersburg,61.3025006,-158.7750198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100,AK,Yakutat ,61.3025006,-158.7750198,40,38,2,21,0,0,19,8,19,9,4,27,0
101,AK,Yukon-Koyukuk,61.3025006,-158.7750198,373,337,34,172,0,2,198,38,136,140,58,322,15
102,AZ,Arizona,34.1682185,-111.930907,488061,444346,43714,383572,22726,59980,35979,23246,106950,207864,149999,368864,23592
103,AZ,Apache,34.1682185,-111.930907,3079,2785,292,1564,9,190,1342,418,681,1377,601,1698,164
104,AZ,Cochise,34.1682185,-111.930907,18217,15585,2631,13912,882,2638,1084,667,2990,8226,6332,13920,644
105,AZ,Coconino,34.1682185,-111.930907,7342,6716,624,5141,88,1029,1277,340,1819,2862,2320,5770,178
106,AZ,Gila,34.1682185,-111.930907,5498,5154,343,4671,96,407,400,348,1486,2312,1349,3591,242
107,AZ,Graham,34.1682185,-111.930907,1944,1799,143,1400,39,349,187,103,595,866,378,1300,51
108,AZ,Greenlee,34.1682185,-111.930907,643,618,23,367,11,260,30,48,215,343,35,505,4
109,AZ,La Paz,34.1682185,-111.930907,2526,2470,56,2185,27,113,238,203,932,1120,269,1459,169
110,AZ,Maricopa,34.1682185,-111.930907,253833,230515,23316,199764,14573,29892,16808,10458,53168,105024,85181,201356,12548
111,AZ,Mohave,34.1682185,-111.930907,24447,22544,1901,21889,306,1596,938,1850,6844,12108,3644,14723,1744
112,AZ,Navajo,34.1682185,-111.930907,7235,6676,558,5295,74,385,1596,424,1827,3391,1591,4624,432
113,AZ,Pima,34.1682185,-111.930907,84865,76832,8032,64264,3830,13573,6980,3129,16293,35650,29792,64427,4021
114,AZ,Pinal,34.1682185,-111.930907,35116,32499,2616,27330,1757,4246,2502,2474,9330,15004,8306,22543,1564
115,AZ,Santa Cruz,34.1682185,-111.930907,1715,1611,104,969,12,721,105,106,416,626,567,1284,43
116,AZ,Yavapai,34.1682185,-111.930907,26219,24302,1915,23880,177,1565,901,1482,6168,11640,6926,16469,2083
117,AZ,Yuma,34.1682185,-111.930907,15382,14229,1153,10935,837,3010,1582,1179,4155,7309,2737,11878,354
118,AR,Arkansas,34.7519275,-92.1313784,197138,181814,15324,164938,22633,3968,7047,14927,65474,72959,43776,136557,8860
119,AR,Arkansas,34.7519275,-92.1313784,1018,994,24,916,99,0,0,149,390,344,134,587,64
120,AR,Ashley,34.7519275,-92.1313784,973,912,59,821,140,6,5,87,431,335,119,679,9
121,AR,Baxter,34.7519275,-92.1313784,4670,4363,307,4498,7,73,90,427,1503,1948,791,2798,113
122,AR,Benton,34.7519275,-92.1313784,15349,14102,1247,14209,264,331,634,722,4614,5518,4493,11875,518
123,AR,Boone,34.7519275,-92.1313784,3056,2893,163,2861,0,112,100,308,1081,1167,498,2307,83
124,AR,Bradley,34.7519275,-92.1313784,769,649,119,434,334,0,0,56,392,210,109,436,6
125,AR,Calhoun,34.7519275,-92.1313784,367,367,0,284,82,0,0,26,148,95,97,183,0
126,AR,Carroll,34.7519275,-92.1313784,2325,2158,165,2161,0,46,148,70,688,839,726,1580,120
127,AR,Chicot,34.7519275,-92.1313784,468,435,32,261,206,0,0,36,219,123,88,266,0
128,AR,Clark,34.7519275,-92.1313784,1419,1367,52,1124,262,10,20,68,480,535,334,1037,65
129,AR,Clay,34.7519275,-92.1313784,970,881,88,952,0,13,17,131,434,325,78,656,0
130,AR,Cleburne,34.7519275,-92.1313784,2529,2363,166,2407,14,32,73,355,720,847,605,1709,240
131,AR,Cleveland,34.7519275,-92.1313784,489,478,9,430,51,0,7,27,262,148,50,352,8
132,AR,Columbia,34.7519275,-92.1313784,1332,1160,171,959,267,135,106,118,579,322,311,977,427
133,AR,Conway,34.7519275,-92.1313784,1745,1431,313,1547,169,8,19,120,851,488,284,1334,127
134,AR,Craighead,34.7519275,-92.1313784,5425,5036,388,4811,475,71,106,409,1937,1716,1361,3947,177
135,AR,Crawford,34.7519275,-92.1313784,4298,4042,256,3913,97,97,229,373,1348,1623,952,3142,90
136,AR,Crittenden,34.7519275,-92.1313784,2318,2141,176,1334,845,37,116,229,860,811,416,1664,120
137,AR,Cross,34.7519275,-92.1313784,976,844,131,620,201,0,153,199,260,331,183,696,0
138,AR,Dallas,34.7519275,-92.1313784,453,415,36,330,121,2,0,9,186,181,75,367,78
139,AR,Desha,34.7519275,-92.1313784,495,461,33,297,181,2,13,35,280,117,63,256,0
140,AR,Drew,34.7519275,-92.1313784,1127,1014,112,893,200,0,34,66,445,403,211,897,25
141,AR,Faulkner,34.7519275,-92.1313784,6820,6047,772,5937,531,133,217,362,1967,2545,1944,5002,230
142,AR,Franklin,34.7519275,-92.1313784,1382,1268,112,1370,8,0,2,124,612,555,89,731,40
143,AR,Fulton,34.7519275,-92.1313784,1167,1136,29,1119,0,0,47,81,538,369,178,546,425
144,AR,Garland,34.7519275,-92.1313784,8242,7698,543,7288,520,175,309,468,2534,3292,1946,5447,229
145,AR,Grant,34.7519275,-92.1313784,1367,1298,68,1270,59,20,35,76,495,459,335,929,24
146,AR,Greene,34.7519275,-92.1313784,2880,2732,147,2788,48,21,22,301,1224,879,474,2056,277
147,AR,Hempstead,34.7519275,-92.1313784,1176,1106,69,904,255,1,16,115,429,536,94,844,38
148,AR,Hot Spring,34.7519275,-92.1313784,2374,2261,113,1997,213,60,134,198,1012,814,349,1539,143
149,AR,Howard,34.7519275,-92.1313784,751,728,22,593,83,10,74,60,293,355,43,532,0
150,AR,Independence,34.7519275,-92.1313784,2498,2321,177,2343,72,11,69,299,1015,815,367,1699,80
151,AR,Izard,34.7519275,-92.1313784,1392,1298,93,1354,10,19,19,211,400,519,260,937,41
152,AR,Jackson,34.7519275,-92.1313784,1013,942,69,849,84,0,77,135,463,300,114,547,150
153,AR,Jefferson,34.7519275,-92.1313784,4205,3944,260,2329,1660,114,186,320,1578,1695,610,2543,488
154,AR,Johnson,34.7519275,-92.1313784,1688,1556,131,1528,37,34,88,107,649,670,259,1230,7
155,AR,Lafayette,34.7519275,-92.1313784,426,403,22,304,113,0,8,77,177,111,59,224,29
156,AR,Lawrence,34.7519275,-92.1313784,1082,1014,68,998,10,51,29,180,430,379,91,758,80
157,AR,Lee,34.7519275,-92.1313784,338,338,0,214,121,3,0,57,155,88,36,21,0
158,AR,Lincoln,34.7519275,-92.1313784,757,680,76,598,150,0,7,122,244,270,119,253,50
159,AR,Little River,34.7519275,-92.1313784,834,774,59,740,79,0,13,111,339,280,102,412,0
160,AR,Logan,34.7519275,-92.1313784,1476,1321,154,1433,5,19,17,174,655,482,163,957,7
161,AR,Lonoke,34.7519275,-92.1313784,6686,5958,727,5799,282,435,327,254,2217,2777,1436,5359,78
162,AR,Madison,34.7519275,-92.1313784,857,817,39,801,0,16,39,166,272,316,101,613,0
163,AR,Marion,34.7519275,-92.1313784,1820,1785,33,1787,0,19,12,153,614,790,262,974,93
164,AR,Miller,34.7519275,-92.1313784,2896,2590,305,2053,649,59,160,232,903,1172,586,1869,27
165,AR,Mississippi,34.7519275,-92.1313784,2281,2062,217,1713,483,18,73,154,972,868,285,1719,145
166,AR,Monroe,34.7519275,-92.1313784,395,367,28,277,113,0,5,70,119,133,70,256,50
167,AR,Montgomery,34.7519275,-92.1313784,749,723,25,701,0,32,14,69,234,359,85,380,23
168,AR,Nevada,34.7519275,-92.1313784,445,415,30,357,71,0,16,32,181,165,65,224,0
169,AR,Newton,34.7519275,-92.1313784,568,540,27,543,0,0,25,119,180,159,108,358,0
170,AR,Ouachita,34.7519275,-92.1313784,1608,1489,118,1049,558,0,0,124,583,576,322,920,109
171,AR,Perry,34.7519275,-92.1313784,919,875,43,883,0,14,36,159,326,325,108,481,25
172,AR,Phillips,34.7519275,-92.1313784,986,973,12,527,456,0,0,173,374,319,117,656,120
173,AR,Pike,34.7519275,-92.1313784,783,720,63,742,35,2,4,56,331,232,162,579,0
174,AR,Poinsett,34.7519275,-92.1313784,1027,992,35,986,22,6,15,88,506,333,98,701,114
175,AR,Polk,34.7519275,-92.1313784,1887,1809,76,1798,0,1,85,162,683,769,271,1186,337
176,AR,Pope,34.7519275,-92.1313784,4282,4077,205,4020,65,72,122,292,1292,1630,1067,2921,215
177,AR,Prairie,34.7519275,-92.1313784,549,537,10,520,18,0,8,87,273,156,33,462,0
178,AR,Pulaski,34.7519275,-92.1313784,27226,24355,2870,16861,9135,639,946,1240,7219,10620,8144,18612,845
179,AR,Randolph,34.7519275,-92.1313784,1105,1057,48,1004,44,55,1,180,304,523,96,691,0
180,AR,St. Francis,34.7519275,-92.1313784,1329,1215,112,813,446,79,68,178,509,467,173,713,0
181,AR,Saline,34.7519275,-92.1313784,8988,8411,575,8102,494,130,310,452,3113,3119,2302,6836,412
182,AR,Scott,34.7519275,-92.1313784,696,634,60,644,0,0,51,140,212,282,60,273,162
183,AR,Searcy,34.7519275,-92.1313784,682,641,39,630,0,13,50,102,182,283,113,261,0
184,AR,Sebastian,34.7519275,-92.1313784,8542,7687,854,7231,514,217,591,744,2179,3861,1756,6283,339
185,AR,Sevier,34.7519275,-92.1313784,908,827,79,725,25,0,157,76,393,231,206,714,0
186,AR,Sharp,34.7519275,-92.1313784,1840,1774,65,1754,0,25,58,171,685,756,226,847,272
187,AR,Stone,34.7519275,-92.1313784,1040,978,62,1023,0,10,7,41,322,561,115,557,0
188,AR,Union,34.7519275,-92.1313784,2238,2095,142,1720,431,4,83,133,881,772,450,1594,174
189,AR,Van Buren,34.7519275,-92.1313784,1229,1141,86,1189,0,0,38,126,407,463,231,539,142
190,AR,Washington,34.7519275,-92.1313784,11960,11023,937,10759,484,418,409,733,3367,3963,3895,8753,821
191,AR,White,34.7519275,-92.1313784,4692,4365,327,4507,128,2,56,444,1656,1662,928,3308,151
192,AR,Woodruff,34.7519275,-92.1313784,328,323,3,267,54,0,5,37,95,126,68,139,21
193,AR,Yell,34.7519275,-92.1313784,1158,1151,7,1103,20,32,3,118,515,316,207,739,63
194,CA,California,37.2718745,-119.2704153,1574531,1446384,128146,1000236,151153,263369,248877,80915,306709,662601,524304,1195764,86259
195,CA,Alameda,37.2718745,-119.2704153,48602,44644,3957,25725,9175,5676,10791,2355,9992,18550,17703,37886,2140
196,CA,Alpine,37.2718745,-119.2704153,79,79,0,33,0,2,45,6,39,12,20,79,0
197,CA,Amador,37.2718745,-119.2704153,3810,3652,156,3219,66,402,169,231,791,2040,745,2334,159
198,CA,Butte,37.2718745,-119.2704153,14209,12957,1250,12391,216,932,1058,848,3006,6443,3911,8565,942
199,CA,Calaveras,37.2718745,-119.2704153,4491,4246,245,3737,92,323,399,305,1058,2403,723,2765,162
200,CA,Colusa,37.2718745,-119.2704153,830,739,90,500,81,189,71,72,172,371,213,586,56
201,CA,Contra Costa,37.2718745,-119.2704153,46968,43397,3569,31115,5781,4753,6857,1917,8441,18036,18571,36180,2299
202,CA,Del Norte,37.2718745,-119.2704153,2048,1856,192,1634,93,172,209,185,480,1045,338,1331,403
203,CA,El Dorado,37.2718745,-119.2704153,13604,12742,860,11921,186,992,779,519,2619,6215,4249,9836,736
204,CA,Fresno,37.2718745,-119.2704153,36125,33433,2690,20606,2406,9824,6474,2901,7870,16883,8469,26893,2223
205,CA,Glenn,37.2718745,-119.2704153,1411,1310,99,1119,0,192,179,97,572,584,156,865,156
206,CA,Humboldt,37.2718745,-119.2704153,8079,7359,718,7195,47,334,610,539,1573,3444,2520,5365,371
207,CA,Imperial,37.2718745,-119.2704153,5528,5101,426,2027,278,3047,1072,507,1252,2635,1132,4072,391
208,CA,Inyo,37.2718745,-119.2704153,1526,1497,29,1161,16,142,234,108,569,494,353,1157,87
209,CA,Kern,37.2718745,-119.2704153,35594,32606,2986,23879,2427,7139,4402,2633,8476,16441,8041,25491,2795
210,CA,Kings,37.2718745,-119.2704153,9684,8393,1290,5790,1068,1842,1782,651,2060,4626,2345,7109,288
211,CA,Lake,37.2718745,-119.2704153,5360,4939,420,4487,122,423,702,497,1283,2723,855,2890,341
212,CA,Lassen,37.2718745,-119.2704153,1984,1815,168,1770,90,68,79,55,540,998,389,1351,23
213,CA,Los Angeles,37.2718745,-119.2704153,261742,243602,18140,127690,43927,60915,50855,16141,52278,107325,85996,197008,16983
214,CA,Madera,37.2718745,-119.2704153,6317,5892,424,4474,331,1248,750,521,1562,2875,1357,4123,445
215,CA,Marin,37.2718745,-119.2704153,10516,9979,536,8661,429,585,1132,295,1127,2947,6145,8303,483
216,CA,Mariposa,37.2718745,-119.2704153,1485,1434,50,1382,0,28,76,111,415,683,273,836,202
217,CA,Mendocino,37.2718745,-119.2704153,5941,5449,491,5152,61,409,372,302,1362,2662,1613,4268,249
218,CA,Merced,37.2718745,-119.2704153,9225,8490,733,5593,545,2436,1490,915,2338,4233,1737,6312,576
219,CA,Modoc,37.2718745,-119.2704153,780,747,33,721,4,34,22,39,276,286,176,320,90
220,CA,Mono,37.2718745,-119.2704153,705,611,93,512,11,122,141,31,227,290,153,623,1
221,CA,Monterey,37.2718745,-119.2704153,16874,15304,1569,10953,1322,2984,2970,942,2816,6363,6750,12022,586
222,CA,Napa,37.2718745,-119.2704153,7363,6779,583,5693,170,850,806,176,1286,2908,2992,5804,539
223,CA,Nevada,37.2718745,-119.2704153,8015,7524,490,7163,38,500,369,416,1429,3183,2984,5461,375
224,CA,Orange,37.2718745,-119.2704153,107811,100691,7119,74643,4391,16181,17653,5338,17188,40553,44730,88849,5273
225,CA,Placer,37.2718745,-119.2704153,25888,24026,1860,21904,611,1832,2009,694,4290,10839,10063,20845,1003
226,CA,Plumas,37.2718745,-119.2704153,1876,1802,73,1683,0,105,96,43,486,806,540,1482,168
227,CA,Riverside,37.2718745,-119.2704153,122308,112382,9925,76813,13748,23600,17613,6375,24641,54571,36720,93253,6759
228,CA,Sacramento,37.2718745,-119.2704153,77463,70464,6998,50881,9637,8664,11675,3564,15267,34032,24599,57143,4748
229,CA,San Benito,37.2718745,-119.2704153,2619,2490,129,1518,55,893,340,100,618,1156,743,1995,111
230,CA,San Bernardino,37.2718745,-119.2704153,90686,82829,7856,51246,10800,22999,12882,5327,21010,42351,21995,65645,4631
231,CA,San Diego,37.2718745,-119.2704153,217188,192334,24853,137192,21073,32306,35520,7389,36349,89316,84133,173764,11133
232,CA,San Francisco,37.2718745,-119.2704153,23619,21880,1738,12511,3799,2241,6185,1087,3854,7609,11066,17517,1273
233,CA,San Joaquin,37.2718745,-119.2704153,29013,26578,2433,17954,2354,5088,5568,2155,7332,13753,5772,21934,1775
234,CA,San Luis Obispo,37.2718745,-119.2704153,16767,15928,837,14199,297,1458,1267,455,3050,7401,5858,11814,539
235,CA,San Mateo,37.2718745,-119.2704153,25027,23301,1725,16049,1621,3016,5389,1192,4677,8839,10317,19571,1437
236,CA,Santa Barbara,37.2718745,-119.2704153,21027,19105,1920,15597,862,3201,2177,714,3560,8656,8095,16388,883
237,CA,Santa Clara,37.2718745,-119.2704153,51472,47538,3934,31969,2224,8271,12074,2481,8123,18697,22169,41880,2862
238,CA,Santa Cruz,37.2718745,-119.2704153,10208,9608,599,8412,143,1166,932,433,1731,3703,4340,7345,530
239,CA,Shasta,37.2718745,-119.2704153,13808,12913,894,12272,190,722,869,759,3522,6385,3141,8686,875
240,CA,Sierra,37.2718745,-119.2704153,292,259,32,291,0,0,0,2,117,132,40,213,56
241,CA,Siskiyou,37.2718745,-119.2704153,3871,3631,239,3192,174,230,318,174,1100,1913,681,2094,255
242,CA,Solano,37.2718745,-119.2704153,33337,29953,3383,18797,5436,3919,6606,1122,7170,16177,8866,24611,1429
243,CA,Sonoma,37.2718745,-119.2704153,25613,24090,1521,21562,579,2171,2171,924,4286,10460,9941,19918,1102
244,CA,Stanislaus,37.2718745,-119.2704153,21051,19869,1180,14582,1040,4089,2380,1592,5640,9480,4336,14854,1238
245,CA,Sutter,37.2718745,-119.2704153,5986,5399,587,4607,357,495,606,326,1083,3237,1338,4580,410
246,CA,Tehama,37.2718745,-119.2704153,4392,4180,210,4003,3,194,225,357,1341,2100,592,2749,387
247,CA,Trinity,37.2718745,-119.2704153,1150,1006,143,1025,0,13,109,20,368,547,212,538,103
248,CA,Tulare,37.2718745,-119.2704153,14633,13481,1151,9221,569,4158,2051,1289,3630,7032,2680,10112,789
249,CA,Tuolumne,37.2718745,-119.2704153,5190,4984,206,4575,67,342,392,289,1567,2281,1051,3386,696
250,CA,Ventura,37.2718745,-119.2704153,39781,36873,2908,27531,1544,7581,4772,1559,6112,17282,14826,32150,1492
251,CA,Yolo,37.2718745,-119.2704153,7678,7100,577,5329,266,1227,1271,413,1283,2655,3325,6111,275
252,CA,Yuba,37.2718745,-119.2704153,5882,5083,798,4348,311,616,805,364,1300,2980,1236,4589,424
253,CO,Colorado,38.9979339,-105.550567,373795,334769,39025,298420,20632,40018,25806,13420,74988,141882,143504,297287,14671
254,CO,Adams,38.9979339,-105.550567,26796,24681,2114,19698,1230,4771,2337,1406,7003,11450,6935,22126,782
255,CO,Alamosa,38.9979339,-105.550567,791,740,50,518,0,215,107,25,243,264,257,566,21
256,CO,Arapahoe,38.9979339,-105.550567,39149,34732,4416,29106,4971,3176,2975,1133,6754,14757,16503,33067,1570
257,CO,Archuleta,38.9979339,-105.550567,1254,1126,127,1071,6,115,150,6,221,484,541,770,162
258,CO,Baca,38.9979339,-105.550567,223,207,15,192,0,0,30,14,79,76,52,86,0
259,CO,Bent,38.9979339,-105.550567,427,397,29,329,2,73,40,44,208,119,54,152,23
260,CO,Boulder,38.9979339,-105.550567,13779,12642,1136,12234,151,948,674,591,1757,4455,6974,10910,720
261,CO,Broomfield,38.9979339,-105.550567,4168,3865,302,3480,78,398,277,66,650,1447,2003,3517,208
262,CO,Chaffee,38.9979339,-105.550567,1760,1623,135,1554,37,151,90,115,521,542,579,992,129
263,CO,Cheyenne,38.9979339,-105.550567,106,96,9,98,0,4,2,9,37,49,9,43,0
264,CO,Clear Creek,38.9979339,-105.550567,634,603,30,596,0,27,11,9,92,214,317,506,0
265,CO,Conejos,38.9979339,-105.550567,544,496,48,222,0,297,83,29,156,168,189,431,11
266,CO,Costilla,38.9979339,-105.550567,406,397,8,158,13,191,74,76,135,123,69,246,0
267,CO,Crowley,38.9979339,-105.550567,439,421,17,307,61,67,22,14,224,163,36,187,0
268,CO,Custer,38.9979339,-105.550567,717,658,58,650,0,50,36,15,121,304,276,411,0
269,CO,Delta,38.9979339,-105.550567,3037,2858,178,2883,13,65,74,201,1088,925,821,1301,107
270,CO,Denver,38.9979339,-105.550567,29379,26375,3003,19692,3925,4246,2787,1536,5801,9848,12191,22562,1510
271,CO,Dolores,38.9979339,-105.550567,184,171,12,172,0,11,0,11,88,44,39,169,0
272,CO,Douglas,38.9979339,-105.550567,20172,18047,2124,17752,533,1085,1000,364,1972,6874,10960,18016,573
273,CO,Eagle,38.9979339,-105.550567,2007,1830,176,1716,40,203,82,35,235,718,1017,1800,0
274,CO,Elbert,38.9979339,-105.550567,2399,2161,237,2143,26,170,107,30,439,1215,714,1927,92
275,CO,El Paso,38.9979339,-105.550567,84343,71626,12716,64253,7583,8268,7033,1749,13221,33393,35977,66802,3414
276,CO,Fremont,38.9979339,-105.550567,5437,5049,387,4819,257,304,120,318,1940,2174,1003,2794,213
277,CO,Garfield,38.9979339,-105.550567,2748,2541,206,2390,1,244,179,97,808,1028,813,2157,153
278,CO,Gilpin,38.9979339,-105.550567,732,601,130,602,0,81,51,6,118,321,285,581,50
279,CO,Grand,38.9979339,-105.550567,1181,1157,24,1112,0,50,29,24,173,273,708,994,17
280,CO,Gunnison,38.9979339,-105.550567,793,680,112,661,0,46,83,0,133,276,383,562,62
281,CO,Hinsdale,38.9979339,-105.550567,68,64,3,60,0,7,0,0,11,30,24,63,0
282,CO,Huerfano,38.9979339,-105.550567,867,744,122,547,4,269,101,41,155,506,162,631,0
283,CO,Jackson,38.9979339,-105.550567,153,144,8,135,0,17,0,8,38,79,26,153,0
284,CO,Jefferson,38.9979339,-105.550567,37469,34064,3405,32756,529,3192,1819,1184,7531,13992,14760,30968,1419
285,CO,Kiowa,38.9979339,-105.550567,69,69,0,69,0,0,0,0,12,33,24,59,4
286,CO,Kit Carson,38.9979339,-105.550567,486,408,77,445,0,27,12,19,215,180,71,415,0
287,CO,Lake,38.9979339,-105.550567,487,487,0,398,0,17,70,13,95,216,161,479,27
288,CO,La Plata,38.9979339,-105.550567,3291,3097,194,2898,0,266,170,92,731,1135,1331,2588,52
289,CO,Larimer,38.9979339,-105.550567,20741,18972,1768,18618,233,1478,696,500,4304,7306,8629,16291,944
290,CO,Las Animas,38.9979339,-105.550567,1239,1139,99,747,10,446,142,125,254,599,258,623,39
291,CO,Lincoln,38.9979339,-105.550567,378,371,5,307,52,10,12,46,164,125,43,145,52
292,CO,Logan,38.9979339,-105.550567,1828,1725,102,1426,10,289,112,102,647,757,320,1547,21
293,CO,Mesa,38.9979339,-105.550567,11645,10839,805,10405,132,885,388,638,3089,4258,3658,8998,427
294,CO,Mineral,38.9979339,-105.550567,79,72,6,74,0,3,3,2,2,29,43,44,0
295,CO,Moffat,38.9979339,-105.550567,770,733,35,662,0,60,45,20,349,257,142,540,0
296,CO,Montezuma,38.9979339,-105.550567,2197,1961,235,2000,30,120,76,120,493,816,766,1495,0
297,CO,Montrose,38.9979339,-105.550567,3403,3044,358,3162,0,124,133,187,1093,1272,849,2558,230
298,CO,Morgan,38.9979339,-105.550567,1269,1222,45,996,2,242,145,127,490,427,222,1140,22
299,CO,Otero,38.9979339,-105.550567,1262,1108,153,904,0,300,133,116,451,512,181,882,15
300,CO,Ouray,38.9979339,-105.550567,488,452,35,472,0,10,6,11,82,205,187,352,21
301,CO,Park,38.9979339,-105.550567,1550,1451,98,1476,0,33,56,10,369,679,489,1255,22
302,CO,Phillips,38.9979339,-105.550567,257,228,28,257,0,0,0,13,64,127,51,159,0
303,CO,Pitkin,38.9979339,-105.550567,731,714,16,627,36,67,54,26,101,144,456,688,81
304,CO,Prowers,38.9979339,-105.550567,667,624,43,454,8,156,45,42,232,235,156,408,33
305,CO,Pueblo,38.9979339,-105.550567,13883,12447,1435,8874,375,4244,1729,710,3477,6632,3062,8901,792
306,CO,Rio Blanco,38.9979339,-105.550567,525,490,33,438,0,63,37,65,99,184,175,382,0
307,CO,Rio Grande,38.9979339,-105.550567,590,551,39,453,0,130,16,62,158,195,173,411,0
308,CO,Routt,38.9979339,-105.550567,1267,1150,116,1246,7,14,0,14,256,377,619,1176,13
309,CO,Saguache,38.9979339,-105.550567,473,473,0,360,0,91,32,8,218,158,87,316,92
310,CO,San Juan,38.9979339,-105.550567,62,53,8,62,0,0,0,0,10,17,34,62,0
311,CO,San Miguel,38.9979339,-105.550567,324,286,37,291,0,9,22,3,41,116,163,300,0
312,CO,Sedgwick,38.9979339,-105.550567,185,163,21,154,14,9,11,9,47,86,41,111,0
313,CO,Summit,38.9979339,-105.550567,1265,1223,40,1068,10,27,156,0,167,358,740,1240,0
314,CO,Teller,38.9979339,-105.550567,3274,2870,403,2942,63,113,154,41,599,1190,1443,2606,327
315,CO,Washington,38.9979339,-105.550567,353,327,26,347,0,6,0,21,135,162,32,261,0
316,CO,Weld,38.9979339,-105.550567,16070,14750,1319,13384,173,2002,897,1050,4275,6508,4235,13423,390
317,CO,Yuma,38.9979339,-105.550567,525,441,84,468,0,6,56,16,209,232,66,290,101
318,CT,Connecticut,41.5187835,-72.757507,167521,156624,10896,142167,11594,10626,6915,11017,51441,51957,53104,135636,7392
319,CT,Fairfield,41.5187835,-72.757507,31387,29480,1906,25638,2650,2671,1311,1963,7909,7965,13548,26166,1533
320,CT,Hartford,41.5187835,-72.757507,38427,36081,2346,31609,3458,2628,1934,2582,11428,12131,12284,30045,1815
321,CT,Litchfield,41.5187835,-72.757507,11384,10576,806,10552,167,499,254,726,4093,3747,2816,9581,272
322,CT,Middlesex,41.5187835,-72.757507,9620,9051,569,8826,483,210,126,637,2817,2704,3460,7858,459
323,CT,New Haven,41.5187835,-72.757507,38410,35688,2722,31734,3279,2883,1459,2930,13463,11596,10418,30388,2183
324,CT,New London,41.5187835,-72.757507,21834,20266,1566,18409,1338,1234,1360,918,6159,8072,6682,17847,634
325,CT,Tolland,41.5187835,-72.757507,8584,8012,572,8076,141,185,219,365,3017,2792,2407,7180,241
326,CT,Windham,41.5187835,-72.757507,7875,7467,406,7322,74,313,250,887,2550,2958,1478,6614,383
327,DE,Delaware,39.145251,-75.4189206,65438,59416,6022,47867,13809,2251,2082,3704,20375,22042,19314,52018,2826
328,DE,Kent,39.145251,-75.4189206,17029,14945,2083,11619,3937,764,944,697,4717,7107,4506,14273,511
329,DE,New Castle,39.145251,-75.4189206,30043,27305,2738,19729,8445,1277,870,1627,9977,9060,9377,23688,1427
